payment_id,customer_id,staff_id,rental_id,amount,payment_date
10163,375,1,10274,0.99,2005-08-01 03:16:51.000
10164,375,2,10589,1.99,2005-08-01 14:11:09.000
10165,375,1,10640,0.99,2005-08-01 15:44:51.000
10166,375,1,10672,4.99,2005-08-01 17:10:54.000
10167,375,1,10859,5.99,2005-08-02 00:11:39.000
10168,375,1,10961,6.99,2005-08-02 03:47:55.000
10169,375,2,11008,5.99,2005-08-02 05:06:17.000
10170,375,2,12122,9.99,2005-08-17 23:20:45.000
10171,375,2,12663,0.99,2005-08-18 19:10:52.000
10172,375,1,13836,4.99,2005-08-20 14:18:16.000
10173,375,1,15004,2.99,2005-08-22 08:15:21.000
10174,375,1,15505,4.99,2005-08-23 02:46:13.000
10175,376,1,554,0.99,2005-05-28 08:23:16.000
10176,376,2,1208,0.99,2005-06-15 02:30:03.000
10177,376,1,2779,0.99,2005-06-19 18:19:07.000
10178,376,2,3719,2.99,2005-07-06 11:05:55.000
10179,376,1,4163,0.99,2005-07-07 09:19:28.000
10180,376,2,4166,8.99,2005-07-07 09:33:30.000
10181,376,1,4320,3.99,2005-07-07 17:51:59.000
10182,376,1,4554,5.99,2005-07-08 04:48:03.000
10183,376,1,4869,4.99,2005-07-08 19:14:05.000
10184,376,1,5675,4.99,2005-07-10 08:31:06.000
10185,376,1,6524,6.99,2005-07-12 04:14:35.000
10186,376,1,6545,8.99,2005-07-12 04:56:30.000
10187,376,2,6807,2.99,2005-07-12 17:33:53.000
10188,376,1,8269,2.99,2005-07-29 01:26:54.000
10189,376,1,8420,5.99,2005-07-29 07:00:45.000
10190,376,1,9773,4.99,2005-07-31 09:56:56.000
10191,376,1,9828,2.99,2005-07-31 11:56:57.000
10192,376,1,9872,0.99,2005-07-31 13:27:55.000
10193,376,2,10413,3.99,2005-08-01 07:59:39.000
10194,376,1,10810,3.99,2005-08-01 22:40:39.000
10195,376,1,11144,4.99,2005-08-02 09:39:17.000
10196,376,2,11792,4.99,2005-08-17 11:03:53.000
10197,376,1,11851,4.99,2005-08-17 13:30:27.000
10198,376,1,13009,0.99,2005-08-19 07:50:35.000
10199,376,1,13141,0.99,2005-08-19 12:41:41.000
10200,376,2,13761,4.99,2005-08-20 11:28:50.000
10201,376,1,15107,4.99,2005-08-22 12:05:02.000
10202,376,1,15382,2.99,2005-08-22 22:30:50.000
10203,377,2,2556,3.99,2005-06-19 03:07:32.000
10204,377,1,3080,1.99,2005-06-20 15:22:32.000
10205,377,2,3086,0.99,2005-06-20 15:42:40.000
10206,377,2,3136,2.99,2005-06-20 19:39:08.000
10207,377,2,3443,4.99,2005-06-21 20:19:00.000
10208,377,1,3858,2.99,2005-07-06 17:17:57.000
10209,377,2,4053,0.99,2005-07-07 03:39:22.000
10210,377,1,4077,0.99,2005-07-07 04:53:40.000
10211,377,1,4225,0.99,2005-07-07 12:24:37.000
10212,377,2,6893,7.99,2005-07-12 21:20:11.000
10213,377,1,7697,1.99,2005-07-28 03:43:45.000
10214,377,2,8018,10.99,2005-07-28 15:36:48.000
10215,377,2,8916,4.99,2005-07-30 01:42:21.000
10216,377,2,9461,3.99,2005-07-30 22:29:13.000
10217,377,1,9564,0.99,2005-07-31 02:31:37.000
10218,377,1,10013,4.99,2005-07-31 18:08:21.000
10219,377,1,10183,8.99,2005-08-01 00:08:01.000
10220,377,1,10738,3.99,2005-08-01 19:39:08.000
10221,377,1,10943,2.99,2005-08-02 03:17:29.000
10222,377,1,12390,1.99,2005-08-18 08:51:42.000
10223,377,1,12549,4.99,2005-08-18 14:38:07.000
10224,377,1,13249,2.99,2005-08-19 16:47:41.000
10225,377,1,13275,0.99,2005-08-19 17:53:38.000
10226,377,2,15088,0.99,2005-08-22 11:28:26.000
10227,377,1,15995,0.99,2005-08-23 20:29:56.000
10228,377,1,15999,7.99,2005-08-23 20:44:10.000
10229,378,1,347,0.99,2005-05-27 04:40:33.000
10230,378,2,1623,4.99,2005-06-16 07:48:50.000
10231,378,1,1662,5.99,2005-06-16 10:13:35.000
10232,378,2,2134,7.99,2005-06-17 21:13:44.000
10233,378,2,2713,4.99,2005-06-19 14:23:09.000
10234,378,1,3759,4.99,2005-07-06 12:46:38.000
10235,378,2,4755,0.99,2005-07-08 14:23:41.000
10236,378,1,5578,1.99,2005-07-10 04:00:31.000
10237,378,2,6233,1.99,2005-07-11 14:10:47.000
10238,378,1,7888,0.99,2005-07-28 10:40:24.000
10239,378,2,8740,2.99,2005-07-29 18:41:31.000
10240,378,2,9668,3.99,2005-07-31 06:31:03.000
10241,378,1,9868,2.99,2005-07-31 13:20:08.000
10242,378,1,10917,4.99,2005-08-02 02:06:18.000
10243,378,1,11111,4.99,2005-08-02 08:21:27.000
10244,378,1,12596,2.99,2005-08-18 16:29:35.000
10245,378,1,12828,4.99,2005-08-19 01:37:47.000
10246,378,2,14502,4.99,2005-08-21 14:22:28.000
10247,378,1,14971,2.99,2005-08-22 06:52:49.000
10248,379,2,209,4.99,2005-05-26 08:14:01.000
10249,379,1,863,4.99,2005-05-30 03:14:59.000
10250,379,1,1383,8.99,2005-06-15 15:20:06.000
10251,379,1,2313,5.99,2005-06-18 08:56:45.000
10252,379,1,2926,2.99,2005-06-20 04:37:45.000
10253,379,1,3788,4.99,2005-07-06 14:02:02.000
10254,379,2,4740,2.99,2005-07-08 13:30:35.000
10255,379,1,5402,4.99,2005-07-09 20:01:58.000
10256,379,1,6235,7.99,2005-07-11 14:17:51.000
10257,379,2,7041,4.99,2005-07-27 03:18:32.000
10258,379,1,10041,4.99,2005-07-31 19:01:02.000
10259,379,2,11457,3.99,2005-08-02 21:14:16.000
10260,379,1,12503,4.99,2005-08-18 13:16:46.000
10261,379,1,13334,0.99,2005-08-19 20:02:33.000
10262,379,2,13397,7.99,2005-08-19 22:06:35.000
10263,379,1,13485,0.99,2005-08-20 01:20:14.000
10264,379,1,14011,5.99,2005-08-20 20:32:56.000
10265,379,2,14152,2.99,2005-08-21 02:23:50.000
10266,379,1,14470,0.99,2005-08-21 13:09:41.000
10267,379,1,14886,4.99,2005-08-22 03:59:01.000
10268,379,2,15399,4.99,2005-08-22 23:11:59.000
10269,379,1,15446,4.99,2005-08-23 00:49:24.000
10270,379,2,15930,3.99,2005-08-23 18:26:51.000
10271,380,1,847,3.99,2005-05-30 01:18:15.000
10272,380,1,1868,3.99,2005-06-17 02:03:22.000
10273,380,1,1984,2.99,2005-06-17 10:25:28.000
10274,380,1,2018,3.99,2005-06-17 12:35:58.000
10275,380,1,2440,2.99,2005-06-18 18:41:09.000
10276,380,1,2464,4.99,2005-06-18 20:06:05.000
10277,380,2,2998,1.99,2005-06-20 09:30:22.000
10278,380,2,3099,1.99,2005-06-20 16:44:33.000
10279,380,1,3260,4.99,2005-06-21 03:59:13.000
10280,380,1,3637,2.99,2005-07-06 07:06:31.000
10281,380,1,3688,4.99,2005-07-06 09:41:53.000
10282,380,1,4675,2.99,2005-07-08 10:24:22.000
10283,380,2,4706,4.99,2005-07-08 11:51:41.000
10284,380,2,5339,0.99,2005-07-09 17:09:17.000
10285,380,2,7021,8.99,2005-07-27 02:26:38.000
10286,380,2,7167,2.99,2005-07-27 07:37:26.000
10287,380,2,7435,0.99,2005-07-27 17:38:44.000
10288,380,2,7443,2.99,2005-07-27 17:47:43.000
10289,380,1,7773,2.99,2005-07-28 07:02:17.000
10290,380,1,7974,3.99,2005-07-28 14:11:57.000
10291,380,1,9056,0.99,2005-07-30 07:13:20.000
10292,380,1,9261,6.99,2005-07-30 14:39:35.000
10293,380,1,9710,10.99,2005-07-31 08:05:31.000
10294,380,2,10450,1.99,2005-08-01 09:10:03.000
10295,380,1,10983,3.99,2005-08-02 04:24:23.000
10296,380,1,11936,0.99,2005-08-17 16:45:34.000
10297,380,2,11945,0.99,2005-08-17 17:05:33.000
10298,380,1,12636,3.99,2005-08-18 18:00:29.000
10299,380,1,12996,6.99,2005-08-19 07:31:32.000
10300,380,1,14529,6.99,2005-08-21 15:08:31.000
10301,380,1,14935,1.99,2005-08-22 05:47:31.000
10302,380,2,15175,5.99,2005-08-22 15:29:15.000
10303,380,1,15361,2.99,2005-08-22 21:39:45.000
10304,380,2,15636,2.99,2005-08-23 07:50:46.000
10305,380,1,15697,2.99,2005-08-23 10:04:36.000
10306,380,2,15748,2.99,2005-08-23 12:33:00.000
10307,381,2,169,0.99,2005-05-26 03:09:30.000
10308,381,2,406,2.99,2005-05-27 13:46:46.000
10309,381,1,835,2.99,2005-05-29 23:37:00.000
10310,381,1,1402,3.99,2005-06-15 16:31:08.000
10311,381,1,1878,1.99,2005-06-17 02:55:32.000
10312,381,2,2410,2.99,2005-06-18 16:55:08.000
10313,381,1,2418,4.99,2005-06-18 17:14:42.000
10314,381,2,3425,2.99,2005-06-21 18:07:07.000
10315,381,2,3812,0.99,2005-07-06 15:22:19.000
10316,381,2,3970,2.99,2005-07-06 22:48:17.000
10317,381,1,4735,0.99,2005-07-08 13:12:27.000
10318,381,2,5689,0.99,2005-07-10 09:24:17.000
10319,381,2,6116,2.99,2005-07-11 07:37:38.000
10320,381,2,6451,4.99,2005-07-12 00:52:19.000
10321,381,2,6778,2.99,2005-07-12 16:06:00.000
10322,381,1,7375,2.99,2005-07-27 15:22:33.000
10323,381,1,7645,2.99,2005-07-28 01:27:42.000
10324,381,2,8688,0.99,2005-07-29 16:31:32.000
10325,381,2,9144,0.99,2005-07-30 10:22:15.000
10326,381,2,9173,4.99,2005-07-30 11:40:10.000
10327,381,1,9822,2.99,2005-07-31 11:48:25.000
10328,381,2,10033,4.99,2005-07-31 18:44:29.000
10329,381,1,10608,0.99,2005-08-01 14:48:41.000
10330,381,2,10705,0.99,2005-08-01 18:38:54.000
10331,381,1,11519,2.99,2005-08-17 00:01:27.000
10332,381,2,12135,2.99,2005-08-17 23:50:24.000
10333,381,2,12237,4.99,2005-08-18 03:24:38.000
10334,381,2,12632,2.99,2005-08-18 17:54:21.000
10335,381,2,13202,8.99,2005-08-19 14:58:30.000
10336,381,2,13430,0.99,2005-08-19 23:25:43.000
10337,381,1,13614,0.99,2005-08-20 06:28:37.000
10338,381,2,13995,2.99,2005-08-20 19:34:43.000
10339,381,1,14198,4.99,2005-08-21 03:48:31.000
10340,381,2,15299,4.99,2005-08-22 19:42:57.000
10341,381,1,15747,4.99,2005-08-23 12:29:24.000
10342,382,2,356,2.99,2005-05-27 06:32:30.000
10343,382,1,522,2.99,2005-05-28 03:33:20.000
10344,382,1,2389,0.99,2005-06-18 15:27:47.000
10345,382,1,2468,4.99,2005-06-18 20:23:52.000
10346,382,1,2489,1.99,2005-06-18 22:00:44.000
10347,382,1,2514,2.99,2005-06-18 23:56:44.000
10348,382,2,3125,4.99,2005-06-20 18:31:58.000
10349,382,2,3480,3.99,2005-07-05 23:11:43.000
10350,382,2,4351,4.99,2005-07-07 19:04:24.000
10351,382,1,5004,4.99,2005-07-09 01:20:50.000
10352,382,1,5816,0.99,2005-07-10 15:48:47.000
10353,382,2,7625,0.99,2005-07-28 00:47:56.000
10354,382,2,8777,0.99,2005-07-29 20:10:21.000
10355,382,1,8871,9.99,2005-07-30 00:12:41.000
10356,382,1,8993,4.99,2005-07-30 04:51:25.000
10357,382,1,9067,6.99,2005-07-30 07:31:01.000
10358,382,2,9555,0.99,2005-07-31 02:11:16.000
10359,382,2,10327,3.99,2005-08-01 04:55:35.000
10360,382,2,12229,0.99,2005-08-18 03:08:23.000
10361,382,2,12529,0.99,2005-08-18 13:53:36.000
10362,382,1,14009,4.99,2005-08-20 20:26:53.000
10363,382,2,14300,4.99,2005-08-21 07:19:37.000
10364,382,2,14354,5.99,2005-08-21 09:08:14.000
10365,382,2,15939,7.99,2005-08-23 18:44:21.000
10366,383,2,63,0.99,2005-05-25 09:19:16.000
10367,383,1,766,8.99,2005-05-29 11:47:02.000
10368,383,1,1831,7.99,2005-06-16 22:22:17.000
10369,383,2,2228,2.99,2005-06-18 03:44:50.000
10370,383,1,2252,2.99,2005-06-18 05:05:18.000
10371,383,2,2318,2.99,2005-06-18 09:13:54.000
10372,383,1,2609,7.99,2005-06-19 07:13:12.000
10373,383,1,3091,2.99,2005-06-20 16:02:59.000
10374,383,2,4747,5.99,2005-07-08 13:53:01.000
10375,383,2,6091,4.99,2005-07-11 05:49:18.000
10376,383,2,6244,0.99,2005-07-11 14:53:38.000
10377,383,1,6775,4.99,2005-07-12 16:01:44.000
10378,383,1,7367,3.99,2005-07-27 15:05:45.000
10379,383,2,8367,2.99,2005-07-29 05:11:19.000
10380,383,1,8635,0.99,2005-07-29 14:22:48.000
10381,383,1,9653,0.99,2005-07-31 05:55:38.000
10382,383,1,9678,0.99,2005-07-31 06:40:47.000
10383,383,2,10515,4.99,2005-08-01 11:41:33.000
10384,383,1,10971,4.99,2005-08-02 04:08:17.000
10385,383,2,10993,0.99,2005-08-02 04:45:01.000
10386,383,2,11122,0.99,2005-08-02 08:49:09.000
10387,383,1,11592,2.99,2005-08-17 02:36:04.000
10388,383,1,12735,4.99,2005-08-18 22:04:54.000
10389,383,2,14039,4.99,2005-08-20 21:39:43.000
10390,383,2,14678,4.99,2005-08-21 20:12:43.000
10391,383,1,15416,1.99,2005-08-22 23:51:23.000
10392,383,1,15881,6.99,2005-08-23 16:44:25.000
10393,384,2,103,4.99,2005-05-25 17:30:42.000
10394,384,2,279,2.99,2005-05-26 18:02:50.000
10395,384,1,898,0.99,2005-05-30 09:26:19.000
10396,384,2,1013,2.99,2005-05-31 02:37:00.000
10397,384,1,1961,0.99,2005-06-17 09:02:58.000
10398,384,2,2020,0.99,2005-06-17 12:39:50.000
10399,384,1,2378,7.99,2005-06-18 14:57:49.000
10400,384,2,2510,5.99,2005-06-18 23:44:21.000
10401,384,2,2935,3.99,2005-06-20 05:07:24.000
10402,384,1,3088,9.99,2005-06-20 15:56:05.000
10403,384,2,3101,4.99,2005-06-20 16:48:58.000
10404,384,2,4424,0.99,2005-07-07 22:14:43.000
10405,384,2,5250,0.99,2005-07-09 13:35:32.000
10406,384,1,5608,4.99,2005-07-10 05:08:26.000
10407,384,2,5797,4.99,2005-07-10 14:43:52.000
10408,384,2,5966,2.99,2005-07-10 23:59:27.000
10409,384,2,6387,0.99,2005-07-11 22:15:56.000
10410,384,2,7799,0.99,2005-07-28 07:42:09.000
10411,384,1,8445,1.99,2005-07-29 07:37:48.000
10412,384,2,11773,5.99,2005-08-17 10:19:51.000
10413,384,2,13521,2.99,2005-08-20 02:42:28.000
10414,384,2,14416,2.99,2005-08-21 11:11:46.000
10415,384,1,14841,0.99,2005-08-22 02:03:30.000
10416,384,1,14963,5.99,2005-08-22 06:38:10.000
10417,384,2,15321,4.99,2005-08-22 20:20:04.000
10418,385,1,917,2.99,2005-05-30 11:27:06.000
10419,385,2,1038,4.99,2005-05-31 05:23:47.000
10420,385,1,1746,2.99,2005-06-16 16:41:19.000
10421,385,1,1937,0.99,2005-06-17 07:16:46.000
10422,385,1,3105,0.99,2005-06-20 17:11:46.000
10423,385,2,3878,8.99,2005-07-06 18:27:09.000
10424,385,2,3953,0.99,2005-07-06 21:54:55.000
10425,385,1,4714,6.99,2005-07-08 12:12:48.000
10426,385,1,5783,2.99,2005-07-10 13:55:33.000
10427,385,1,6445,4.99,2005-07-12 00:37:02.000
10428,385,2,6933,4.99,2005-07-26 23:09:23.000
10429,385,2,7776,0.99,2005-07-28 07:04:36.000
10430,385,1,8346,2.99,2005-07-29 04:48:22.000
10431,385,1,8518,2.99,2005-07-29 10:05:27.000
10432,385,1,9570,2.99,2005-07-31 02:40:37.000
10433,385,1,9704,4.99,2005-07-31 07:39:32.000
10434,385,1,10557,0.99,2005-08-01 12:59:24.000
10435,385,1,10636,3.99,2005-08-01 15:40:35.000
10436,385,1,10655,4.99,2005-08-01 16:33:27.000
10437,385,1,11021,2.99,2005-08-02 05:30:11.000
10438,385,1,11559,2.99,2005-08-17 01:20:26.000
10439,385,2,12310,2.99,2005-08-18 06:02:34.000
10440,385,2,12686,8.99,2005-08-18 19:55:09.000
10441,385,2,13062,7.99,2005-08-19 09:44:17.000
10442,385,1,13117,0.99,2005-08-19 11:33:20.000
10443,385,1,15488,6.99,2005-08-23 02:06:01.000
10444,386,1,583,7.99,2005-05-28 11:48:55.000
10445,386,2,1585,3.99,2005-06-16 04:51:13.000
10446,386,1,1608,2.99,2005-06-16 06:28:57.000
10447,386,2,1819,5.99,2005-06-16 21:32:50.000
10448,386,1,2732,0.99,2005-06-19 15:19:39.000
10449,386,1,3351,2.99,2005-06-21 11:21:39.000
10450,386,2,3783,6.99,2005-07-06 13:57:31.000
10451,386,1,4189,8.99,2005-07-07 10:51:07.000
10452,386,1,5524,0.99,2005-07-10 01:49:24.000
10453,386,1,5953,2.99,2005-07-10 23:21:35.000
10454,386,1,6037,4.99,2005-07-11 03:06:54.000
10455,386,1,6222,2.99,2005-07-11 13:25:49.000
10456,386,2,6261,2.99,2005-07-11 15:28:34.000
10457,386,1,6324,3.99,2005-07-11 19:02:34.000
10458,386,2,6715,4.99,2005-07-12 13:32:28.000
10459,386,2,8340,4.99,2005-07-29 04:41:44.000
10460,386,1,8751,2.99,2005-07-29 19:14:39.000
10461,386,2,9602,0.99,2005-07-31 03:42:51.000
10462,386,1,9686,5.99,2005-07-31 06:50:06.000
10463,386,1,10572,4.99,2005-08-01 13:26:53.000
10464,386,2,10618,3.99,2005-08-01 15:06:38.000
10465,386,1,10715,2.99,2005-08-01 18:51:48.000
10466,386,2,11128,2.99,2005-08-02 09:03:25.000
10467,386,2,11695,4.99,2005-08-17 07:01:08.000
10468,386,2,12961,2.99,2005-08-19 06:22:37.000
10469,386,1,13716,3.99,2005-08-20 09:48:32.000
10470,386,1,13764,2.99,2005-08-20 11:38:16.000
10471,386,2,13869,6.99,2005-08-20 15:08:57.000
10472,386,1,15949,0.99,2005-08-23 19:06:04.000
10473,387,2,302,4.99,2005-05-26 21:13:46.000
10474,387,1,697,7.99,2005-05-29 02:04:04.000
10475,387,1,841,4.99,2005-05-30 00:31:17.000
10476,387,1,1127,3.99,2005-05-31 17:45:49.000
10477,387,1,1464,0.99,2005-06-15 20:38:14.000
10478,387,2,1465,0.99,2005-06-15 20:43:08.000
10479,387,1,2068,0.99,2005-06-17 16:11:46.000
10480,387,2,2100,0.99,2005-06-17 18:53:21.000
10481,387,2,2981,5.99,2005-06-20 08:35:17.000
10482,387,2,3378,4.99,2005-06-21 13:51:28.000
